,dialog
3339,We probably have to mortgage the house in order to make bail.
3340,Probably end up selling the thing in order to pay for all the lawyers.
3341,"It's been a nightmare, buddy, to tell you the truth."
3342,"What are you gonna do, right?"
3343,"Anyway, how's Stratton?"
3344,That's more important.
3345,How's morale?
3346,They all pissed off 'cause they have to make money legally now?
3347,Jordan.
3348,I got the founding partners together.
3349,I talked to them about everything.
3350,And I got you.
3351,"What do you mean, you got me?"
3352,"The house, money, don't worry about it. I got you."
3353,All right.
3354,"I love you, buddy."
3355," You know I'd do it for you, right?"
3356, I know.
3357," You know that, right?"
3358, I know.
3359,I could fucking kiss you all over.
3360,"All right, enough, enough."
3361,"You want a beer, pal?"
3362,What are you drinking?
3363,I got this nonalcoholic shit.
3364,What's that?
3365,A nonalcoholic beer.
3366,It's got no alcohol.
3367, It's a beer?
3368," Yeah, with no alcohol."
3369,"But if you drink enough, if you drink a lot, they get you fucked up?"
3370,"No, there's no alcohol."
3371,That's the fucking point.
3372,I'm not a scientist.
3373,I don't know what the fuck you're talking about.
3374,I can get you a beer if you want a fucking beer.
3375,"I know, but I don't drink. You remember?"
3376,I don't drink anymore.
3377,"Oh, you wanna go inside and blow some lines of baking powder?"
3378,Or baking soda...
3379,Can't imagine ever not enjoying getting fucked up.
3380, Yeah.
3381, I love it.
3382,How's being sober?
3383, Fucking sucks.
3384," Boring, right?"
3385,So boring. I wanna kill myself.
3386,"There's a term, and we don't like to use it unless circumstances dictate, and I think they do dictate in this case, and the term is ""Grenada."" Have you ever heard of Grenada?"
3387,"No. No, I haven't."
3388,Grenada's very interesting because it is a small island nation that was invaded by the United States of America in 1983.
3389,"It's about 90,000 people."
3390,"And essentially, it means this case is unloseable."
3391,Okay?
3392,"So, you know, we can come in, we can have our dick hanging out of our pants."
3393,Nobody gives a fuck.
3394,I'm gonna win.
3395,"You, sir, are what's known as a Grenada."
3396,You're looking at real prison time.
3397,Money laundering can get you as much as 20 years.
3398,And our case couldn't be stronger if we caught you shoving cash in your mattress.
3399,Is that right?
3400,"Hey, Jordan. Jordan."
3401,"Your rotting away in jail till your kids get out of college, that's not our ambition here."
3402,"There's other people involved in this, too."
3403,We think they need to see their day in court as well.
3404,Why do I sense there's an offer in the air?
3405,Look at him. He's got a sense.
3406,"What are you, Kreskin?"
3407,"Full cooperation. He provides us with a comprehensive list of all the coconspirators spanning the last seven years, and he also agrees to wear a wire."
3408,Wait...
3409,"Did you just say ""wear a wire""?"
3410,A wire.
3411,What does that mean?
3412,You want me to rat? Is that it?
3413,"No, I want you to cooperate."
3414," No. You want me to rat, right?"
3415, Yes. We want you to rat.
3416,That's fucking exactly what we want you to do. To rat.
3417,How was Cristy's party?
3418,Fine.
3419,Good.
3420,"Babe, I spoke to the lawyers again today."
3421,"I have some really, really great news."
3422,"Turns out you're completely off the hook, honey."
3423,I know that already.
3424,Right. Exactly.
3425,"You never did anything wrong in the first place, right?"
3426,"It turns out, all the FBI really wants from me is to cooperate."
3427,You know?
3428,"Turns out I have so much information about the stock market and Wall Street, I could save the government years of heartache, not to mention countless dollars."
3429,"But it gets even better, babe."
3430,"Because if I do decide to cooperate, I might only be looking at four short years, in which case, you know, we could start fresh, maybe sell the house."
3431,"And any fines that I'd have to pay wouldn't be due till after I serve my term, so we'd still have plenty of money left over, you know?"
3432,The only thing that of course bummed me out a little bit is this whole idea of having to give information about my friends.
3433,"Like you said, ""There's no friends on Wall Street."" Right?"
3434,Right. Right. Exactly.
3435,"There's a silver lining to that, too, honey."
3436,Because they said eventually...
3437,Eventually everyone's gonna have to give information on this case.
3438,"So, at the end of the day, it might not even be a factor. You know?"
3439,"Well, that's good news. Right?"
3440,"Yeah, yeah."
3441,I'm really happy for you.
3442,"What do you mean, happy for me, sweetheart?"
3443,You should be happy for the both of us. Right?
3444," Yeah, right."
3445, All right.
3446,"Come here, baby."
3447,"Give me a kiss, sweetheart."
3448,Jordan...
3449,"Oh, come on, baby."
3450,I haven't made love to you in so long. Please.
3451," No. Jordan, stop it."
3452," Come on, honey, please."
3453,"No! Jordan, stop it!"
3454,I've loved you since the moment I saw you.
3455,"I fucking hate you, Jordan."
3456, Get off me!
3457, Baby... Don't do that.
3458,"You know how much I love you, right?"
3459,"Stop that, sweetie. Please."
3460,"You wanna fuck me, Jordan?"
3461,You wanna fuck me?
3462,Good.
3463,Go ahead.
3464,Go ahead and fuck me.
3465,I want you to fuck me real hard.
3466,I want you to fuck me like it's the last fucking time.
3467, Why are you moving like that?
3468, Come on.
3469,Please hold still.
3470,"'Cause I want you to come for me, baby."
3471,"Come on, babe."
3472,"Come for me, baby."
3473,I want you to come for me like it's the last fucking time.
3474, Yeah?
3475, Yeah.
3476,"Come on, baby. Come for me."
3477,"Come for me, baby."
3478,"Come on, baby."
3479, Yeah?
3480, Yeah.
3481," Yeah, baby, come."
3482, You want me to come for you?
3483,Yeah.
3484, You want me to come for you?
3485, Yeah!
3486,Huh? You want me to come for you?
3487,"Oh, God, baby. Yeah!"
3488,"Oh, God. Oh, God."
3489,"Oh, God."
3490,"Oh, God."
3491,Jesus.
3492,"On, baby."
3493,That was so fucking great!
3494,"Oh, God!"
3495,That was the last time.
3496,"What do you mean, baby?"
3497,I mean that was the last time we ever have sex.
3498,What are you talking about?
3499,I want a divorce.
3500,"What do you mean, you want a divorce?"
3501,"What's that supposed to mean, you want a divorce?"
3502,Get off me! I want a divorce.
3503,You just made love to me.
3504,What the fuck is wrong with you?
3505,"I don't love you anymore, Jordan!"
3506,"Oh, you don't love me?"
3507,"You don't love me anymore, huh?"
3508,"Well, isn't that just fucking convenient for you!"
3509,"Now that I'm under federal indictment, with an electronic bracelet around my ankle, now you decide you don't fucking love me anymore."
3510, Is that right?
3511," No, no."
3512,What kind of person are you? Tell me.
3513,You married me!
3514,What the fuck is that supposed to mean?
3515,"Jordan, this is how it's gonna go."
3516,I'm gonna take custody of the kids.
3517,"If you agree to the divorce right now, I will allow visitation."
3518, Okay? Don't try to fight it.
3519," Oh, my God."
3520,It'll save us both a lot of money and I got a feeling you're gonna need it.
3521,"You're not taking my kids, sweetheart."
3522,You hear me?
3523,I've already talked to the lawyer.
3524,"He said even if you don't get convicted, I've got a good chance of getting them."
3525,I got news for you.
3526,"You're not fucking taking my children, you vicious fucking cunt, you!"
3527,"Fuck you, you fucking bitch!"
3528,You're not fucking taking my goddamn fucking kids!
3529,You hear me? Fuck you!
3530,You're not fucking taking my fucking kids!
3531,Fucking bitch!
3532,Fucking whore!
3533,Fucking bitch!
3534,Piece of shit fucking whore!
3535,"Look at yourself, Jordan."
3536,You're sick!
3537,You're a sick man!
3538,"Fuck you! I told you, you're not taking my fucking kids!"
3539,You think I would let my kids near you?
3540,Look at yourself!
3541,You know what my lawyer said?
3542,"My lawyer said that you're going to prison for 20 years, Jordan."
3543,Twenty fucking years!
3544,You're never gonna see the kids again!
3545,You don't think I'm not gonna see my...
3546,"No, I'm not fucking letting you near my kids!"
3547,"You don't think I'm gonna see my fucking kids again, huh?"
3548,Don't you fucking touch them!
3549,Don't you fucking touch me!
3550,"Sweetheart? You're coming on a trip with Daddy, all right?"
3551,You're coming on a trip with Daddy.
3552,"Don't you fucking touch her, Jordan."
3553,"I swear to God, I will fucking kill you!"
3554,"It's all right, baby."
3555,"You and Daddy are gonna go on a little trip together, okay?"
3556, A little trip together.
3557, Violet!
3558,Violet!
3559, Get the key! Get the key!
3560, I got it!
3561,"Jordan, you open this fucking door  right now! Open the door!"
3562, Put your seat belt on.
3563,There you go. Get your legs in.
3564,I'm taking her with me!
3565,"I told you I'm taking her with me, you fucking bitch!"
3566,You're not gonna stop me!
3567,You're not gonna stop me!
3568,"We're going on a little trip, honey."
3569,No! No!
3570,Get the hell out of here!
3571,Leave that baby alone!
3572,Violet! Garage door! Close it!
3573,Mommy!
3574, Get out of here!
3575, Open the fucking door!
3576,Mommy!
3577,No!
3578,"Oh, Lord! Oh, my heavens..."
3579,Get the baby!
3580,"Naomi, get the baby!"
3581, Mommy.
3582," Honey, it's okay."
3583,It's gonna be okay.
3584,"Oh, Mr. Jordan has lost his mind."
3585, Baby...
3586," It's all right, honey."
3587,She all right?
3588,Is she all right?
3589,What's the matter with you?
3590,Is she all right?
3591,Paragraph one.
3592,The defendant shall plead guilty to all counts of the indictment currently pending against him in the United States District Court for the Eastern District of New York.
3593,Paragraph two.
3594,Talk normally.
3595,The defendant shall participate in undercover activities...
3596,Breathe normally.
3597,"Including wearing a recording device, also known as a wire..."
3598,"After five minutes, you'll forget you even have it on."
3599,In conjunction with the investigation...
3600,Fucking brutal.
3601,Quit your bitching.
3602,Paragraph four.
3603,"The defendant must not commit, or attempt to commit, any further crimes."
3604,Please. Let me just sign the fucking thing already.
3605,Thank you.
3606,Just here?
3607,That'd be good.
3608,Thank you.
3609,It wasn't even a choice.
3610,"For the next six hours, I came up with a list."
3611,"Friends, enemies, business associates."
3612,Anybody who'd ever known me or taken so much as a stock tip.
3613,Wolfie! Wolfie! Wolfie!
3614,The first name on the list was Donnie.
3615,"Jordan, do you know how good it is to have you back in this office?"
3616,It's not the same when you're gone.
3617,"It's sad, you understand? It's like..."
3618,"That fucking Steve Madden, huh?"
3619,I can't...
3620,"Swear to God, I can't even think about it."
3621,"Every time I think about him, my blood boils."
3622,I can't even say his name.
3623, I know.
3624," It's, like, disgusting."
3625,I grew up with this guy and he betrays me like that.
3626,He ever get back to you about that...
3627,About that account?
3628,You remember.
3629,"It was like four or five mil, something like that, right?"
3630,"He was supposed to kick back four or five mil, was it?"
3631,"Actually, I was..."
3632,"I was fucked up, Jordan,  so I don't really remember."
3633, Yeah.
3634,"Yeah, right. Stupid."
3635,"Well, if he calls you, you make sure and contact me, okay?"
3636, Yeah. Of course.
3637, Yeah.
3638,"Of course, yeah. No, of course."
3639,"You gonna eat that last piece of yellowtail, bud?"
3640,"No, it's all yours."
3641,Can I get this?
3642,"So, what else is..."
3643,"Well, how's Naomi and everything?"
3644,You know how it is.
3645,She hates my fucking guts.
3646,How's Hildy? Good?
3647,"She's still alive, so my life is fucked, you know?"
3648,Yeah.
3649,Mr. Jordan.
3650,"Mr. Jordan, you got a visitor."
3651,What?
3652,You've got a visitor.
3653,I need you to get dressed.
3654,Why? What the fuck's going on?
3655,You're going to jail.
3656,All right.
3657,I'll get some clothes on.
3658,We'll give you a hand with that.
3659,Okay.
3660,FBI!
3661,"Everybody sit down. Put your hands where they can be seen, and shut up!"
3662,Don't you fucking touch me.
3663,Get your fucking hands off me!
3664,Don't get out of your seats!
3665,It's fucking Chanel!
3666,I gave up everyone.
3667,"And in return, I got three years in some hellhole in Nevada I'd never even heard of."
3668,"Like my pops, Mad Max, had said, ""The chickens had come home to roost."" Whatever the fuck that means."
3669,I hope Your Honor would agree that Mr. Belfort has distinguished himself in terms of his cooperation.
3670,Mr. Belfort has helped the government win convictions of over two dozen serious offenders and helped them recover millions of dollars to be made available for restitution to their victims.
3671,The sentence of the court shall be Please remand the defendant.
3672,I'm sorry.
3673,That's okay.
3674,I'm not ashamed to admit it.
3675,"When we arrived at the prison, I was absolutely terrified."
3676,"Belfort, on your feet."
3677,But I needn't have been.
3678,"You see, for a brief fleeting moment, I'd forgotten I was rich."
3679,And I lived in a place where everything was for sale.
3680,Wouldn't you like to learn how to sell it?
3681,So listen. I've met some bad motherfuckers in my life.
3682,"I'm talking about rock stars, professional athletes, gangsters."
3683,"I'm telling you, some real bad motherfuckers."
3684,"But this guy, my good friend, Mr. Jordan Belfort, is the single baddest motherfucker I have ever met."
3685,"So I want you right now to give a warm Auckland, New Zealand welcome for my good friend and the world's greatest sales trainer, Mr. Jordan Belfort!"
3686,Thank you.
3687,Sell me this pen.
3688,It's...
3689,It's an amazing pen.
3690,"For professionals, it's a..."
3691,Sell me this pen.
3692,"Well, it's a nice pen."
3693,You can use the pen to write down thoughts from your life so you can...
3694,Sell me this pen.
3695,Well...
3696,This pen works and I personally love this pen...
