,tweet,label
413,""": Chase money  not  hoes  """,1
414,""": can't stand a ""I don't know what I want"" ass nigga "" bitch*",1
415,""": "": "": I'm on my way http:"" love a ""hot"" sexy scally fucker.",1
416,""": These newly gay bitches don't kno how shit works""",1
417,""": When a bitch don't want a real job they just become strippers lol"" lol.",1
418,""": Awww Meat Meat In His Feelins""i ainn n my feelings bitch",1
419,""": I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea",1
420,""": Baby albino  http:""",0
421,""": these hoes ain't loyal.""",1
422,""": YASSSSSS, ORDERED CHINESE "" bitch you just ate tacos you fat fuck",1
423,""": I made that bitch lunch. "" Bitches love lunch.",1
424,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change
POLITICAL WHORES http:",1
425,"""A pussy a day keeps the devil away"" -",1
426,"""Ain't that about a bitch""... What does that mean?",1
427,"""All these bitches want a baby, I don't want no children.""",1
428,"""And bitch you must be lost""",1
429,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",1
430,"""Bae"" sounds like such a ghetto word. Use something else",0
431,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",1
432,"""Bleed out hoe"" -Alexa",1
433,"""Boolin' in the bando wit a few bitches""",1
434,"""Brownies for my brownie"" I love this movie.",0
435,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",1
436,"""By the way we do punch bitches.""",1
437,"""Caesar is home""  : : https:""theres so much this bitch looks like. Lets start with ape shit""",1
438,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https:",0
439,"""Dad say hi to my snapchat"" 
Dad "" duces bitch""",1
440,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",1
441,"""Don't know no ugly bitches Don't know no broke niggas""--",1
442,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd",1
443,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",2
444,"""Don't you ever give my pussy away. You keep it tight, alright?""",1
445,"""Dropped a stack cause bitch I'm ON"".
- 
Song called ""Dope"".
Download the mixtape here: http:",1
446,"""Dumb bitches do dumb things""",1
447,"""Eat the pussy like a real nigga hungry""",1
448,"""Eff it. Let's go after the cripple."" http:",1
449,"""Everything look better with a bitch next to it""",1
450,"""Facto : Who cares if you a hoe when your ass looks like this? http:""",1
451,"""For every bad bitch there is a nigga tired of fucking her""",1
452,"""Foreign chick, no lie.. Man that bitch Beautiful""",1
453,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http:",1
454,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",1
455,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http:",0
456,"""Get me that shit bitch you is fine bear""",1
457,"""Get your ass back to Detroit ya fuckin' wigger""",1
458,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",1
460,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",1
461,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",1
462,"""He a bitch for hitting that hoe""",1
463,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",1
464,"""He wanna be my nigga, but I'm just trinna be his savings account ""  omg imma funny ass bitch man, but that's Real Shit",1
465,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe It's a long line of hoes"" -Grandpa Carl everyone",1
466,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" -",2
467,"""Hey pussy you still there?""",1
468,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http:",0
469,"""How hotter than is it?"" ""A bitch.""",1
470,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",1
471,"""How you doing, crazy bitch?"" is hilarious",1
473,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call""

Like, negro... one of the first things they LOOK at is shoes, dog",1
474,"""I am a thrill billy..with a hillbilly heart."" -. HAHAHAHAHA Jesus Murphy",0
475,"""I call him my bitch""",1
476,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",1
477,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",1
478,"""I don't love these hoes, baby It's me and you forever""",1
479,"""I dont even need a picture of tamar, that bitch is beat in every picture""",1
480,"""I dont have hoes""",1
481,"""I found a new way to chug you have to open your mouth alot""",0
482,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",1
483,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",1
484,"""I got a sister, she told me stop calling women bitches..""",1
485,"""I guess this is the night bitches die..."" Stewie is that nigga...",1
486,"""I had a bitch that had a bitch, had the bitch eating halibut.."" -",1
487,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",1
488,"""I heard you was looking for Candy Man, bitch""",1
489,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams",1
490,"""I just got a number 3 I'm a bitch boy""",1
491,"""I know that shit eatin grin You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""",1
492,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?",1
493,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",1
494,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""",1
495,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""
Name the movie",1
496,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",1
497,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""-",1
498,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.",1
499,"""I woke up like thi-"" bitch go back to bed",1
500,"""I would rather you call me bitch than sir"" -my manager",1
501,"""I'll beat on that pussy so hard""",1
502,"""I'll slit your throat-neck"" http:",0
503,"""I'm a funky ass honkey."" -  's shout out to  tonight before ""Cabaret""",1
504,"""I'm comparing KFC to the pussy""",1
505,"""I'm downloading you a new personality and ordering you a new face You bitch.. I love you.. Goddamn it"" -Axl Rose yelling at his sex robot",1
506,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",1
507,"""I'm gonna piss on your dimple : Stop wasting prayers on trash teams lol""",1
508,"""I'm probably your main bitch chocolate dipped cinnamon apple""",1
509,"""I'm sick of his shit man : Sit his bitch ass, I'm fed up bro  "": Geno threw yet another pick smh""""",1
510,"""I'm sorry I fucked yo bitch... But she really dig a nigga""",1
511,"""IBS"" irritable bitch syndrome.",1
513,"""If you love her then hide yo bitch so you'll keep shorty.""",1
514,"""If you talk back to me you ain't getting no pussy.""
Me: http:",1
515,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.",1
516,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha",1
517,"""In My Mind""
Gotta be the dumb hoe anthem...",1
518,"""Is that an albino Mexican?""
""No dad, he's Asian.""",0
519,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry.",1
520,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb",1
521,"""It's never too late to tag a bitch.""-",1
522,"""It's the dykes"" -hunter dyke with a dyke http:",1
523,"""Julia Roberts, you're a ho""",1
524,"""Just follow the yellow brick twitter.""",0
525,"""LMFAOOOOOOOOOOOOOOOOOO : If your pussy is good but my mama dont like you? Guess who gotta go..my mama.""",1
526,"""LOL, cripple"" - Wendy Davis.  : Scientists create remote-controlled chick to study shy penguins http:",0
527,"""Let's do nips ahoy and spank me maybe""",1
528,"""Let's kill cracker babies"". WTF did I just hear???????? WOW.",2
529,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",1
530,"""Lmao :   : Pound cake look like pussy  http:""",1
531,"""Lmao : The d.rose adidas are lighter than my phone .... Shit is retarded""",1
532,"""Mam, Rene doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",0
533,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum.""",1
534,"""Mine plays DMX and kirk Franklin smh : Well my neighbors are ghetto . They get up at like 5am and beat their kids.""",0
535,"""My grandma used to call me a porch monkey all the time... Come to think of it she did refer to a broken bottle as a nigger knife""",2
536,"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch""",1
537,"""My nips are freeeeezing...and that's not okay because they're slicing through my bra....""",1
538,"""My twitter was hacked"" = I'm too pussy to admit that I said it and now I want to act like I never said it.",1
539,"""Nah girl I ain't gon be able to make it, it's been tight since Russ loss his job"" you in the back like ""damn bitch really""",1
540,"""Nah its You :  yo i thought some1 photoshopped my face on that faggot smmfh...i hate yall"" http:",2
541,"""New Flame"" the song of the yr lol that bitch SUPER run like",1
542,"""Niggas always yelling ""Fuck bitches, Get money"" meanwhile they're broke and still want the bitches.""",1
543,"""Niggas be pressed for pussy, Eeeeeen nothin""",1
544,"""No bitches "" - nan",1
545,"""No boats and hoes please thanks"" - Mom",1
546,"""OVO"" : &amp; kendrick lamar still trash",0
547,"""On top of that, she just a pregnant ass sorry hoe. Aint never got no money. Even her water broke."" -",1
548,"""Only a couple of Red Sox have gotten past first base."" I'm dying laughing. Maybe the Yanks need to teach them some game.",0
549,"""Our people"". Now is the time for the Aryan race 2 stand up and say ""no more"". Before the mongerls turn the world into a ghetto slum. 1488",2
550,"""Pistol whip my Dickau, shoot yo bitch club up.""

Sometimes freestyles be freestyles. And I'm okay with that.",1
551,""" it for me. Please and thanks : Did a pierced pussy just come across my timeline """,1
552,"""Remy Machiavelli send shots to ya belly""  my bitch",1
553,"""Roberto you are one nasty hoe""",1
554,"""SORRY JB FANREALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch",1
555,"""Searching"" the incredible story of 1 white man's quest to find the ingredients necessary to make Caribbean Jerked Chicken in redneck land",1
556,"""Selling my soul for material wishes: fast cars and bitches""",1
557,"""Shake that Bear ... aka two rednecks having sex on a dead bear""",1
558,"""Shall I compare thee to a summers day? No, a summers day is not a bitch.""",1
559,"""She gotta shape up her pussy lips tho : Whole wheat organic pussy http:""",1
560,"""She said wigga man you rich...take the du-rag off"" http:",1
561,"""She was a bitch anyway""",1
562,"""She's from Florida so you've got to do the sniff test in those swamp pussies""",1
563,"""Slow the fuck down, bitch, I know where you live""

Classy young lady.",1
564,"""So he's a good football player...but he still acts like a nig""",1
